1761951854030
1762089149557,1,3,-5.556445,-0.8071216,8.109536
1762089149567,1,3,-5.6390734,-1.0514135,8.193362
1762089149577,1,3,-5.6749988,-1.167572,8.145461
1762089149587,1,3,-5.716912,-1.4082714,8.017328
1762089149597,1,3,-5.7636147,-1.4441968,8.126301
1762089149606,1,3,-5.6654186,-1.1711645,8.606503
1762089149616,1,3,-5.484595,-0.7592212,8.608898
1762089149626,1,3,-5.3971767,-0.42272094,8.713081
1762089149636,1,3,-5.4821997,-0.44667113,8.298742
1762089149646,1,3,-5.5684204,-0.6430628,8.038883
1762089149655,1,3,-5.811515,-0.8789722,7.94907
1762089149665,1,3,-5.769602,-0.8322693,8.28557
1762089149675,1,3,-5.269043,-0.8071216,8.534652
1762089149685,1,3,-5.0103807,-1.2573853,8.681946
1762089149695,1,3,-5.0259485,-1.7028589,8.778944
1762089149705,1,3,-5.2235374,-2.1615052,9.51182
1762089149714,1,3,-4.907395,-2.0130138,10.012379
1762089149724,1,3,-4.58287,-1.3495935,10.333312
1762089149734,1,3,-4.2727146,-0.6969507,9.958491
1762089149744,1,3,-4.084706,-0.4921765,8.446036
1762089149754,1,3,-4.3637257,-1.0095007,7.301217
1762089149763,1,3,-4.59245,-1.5304174,7.516769
1762089149773,1,3,-4.2391844,-1.6357983,7.897577
1762089149783,1,3,-3.542234,-1.5028747,7.701185
1762089149793,1,3,-3.617677,-1.6573535,7.780221
1762089149803,1,3,-4.5613146,-2.6584716,8.543035
1762089149812,1,3,-5.2247353,-4.3218126,8.988508
1762089149822,1,3,-5.21276,-5.5025573,10.08902
1762089149832,1,3,-4.4427614,-6.016289,9.5214
1762089149842,1,3,-3.9913,-5.5935683,9.131012
1762089149852,1,3,-3.485951,-4.6738806,7.444918
1762089149861,1,3,-3.4631982,-4.5074267,4.639153
1762089149871,1,3,-3.984115,-5.253475,3.6500099
1762089149881,1,3,-4.406836,-6.052214,3.2117212
1762089149891,1,3,-3.8919067,-6.6210313,3.441643
1762089149901,1,3,-3.4404457,-7.618557,3.3817675
1762089149911,1,3,-3.98172,-9.465117,3.3925452
1762089149920,1,3,-3.4141004,-9.662706,4.233197
1762089149930,1,3,-2.6464965,-9.614806,2.7339149
1762089149940,1,3,-3.0955627,-9.566906,0.9077124
1762089149950,1,3,-2.682422,-7.0724926,-0.05987549
1762089149960,1,3,-2.999762,-7.4616833,-1.9986438
1762089149969,1,3,-3.493136,-9.711804,-1.2202624
1762089149979,1,3,-4.574487,-10.227931,2.8201356
1762089149989,1,3,-4.360133,-11.951147,2.74589
1762089149999,1,3,-3.7841308,-12.032578,5.3408937
1762089150009,1,3,-2.3447242,-10.168056,5.533693
1762089150018,1,3,-3.7877233,-9.459129,3.0416749
1762089150028,1,3,-4.149371,-8.701106,0.9340576
1762089150038,1,3,-2.623744,-7.6425076,0.54247195
1762089150048,1,3,-1.6405884,-7.084468,-1.3962964
1762089150058,1,3,-2.1998255,-5.7217016,0.183219
1762089150068,1,3,-3.38536,-6.9874697,-0.12813355
1762089150077,1,3,-3.2847693,-9.9644785,-0.29817992
1762089150087,1,3,-3.8164637,-10.867401,3.502716
1762089150112,1,3,0.18561402,-11.029065,3.0931678
