1759367018519
1759461837112,1,3,-4.1685314,-1.1711645,8.431666
1759461837121,1,3,-4.179309,-1.2178674,8.484357
1759461837131,1,3,-4.2200246,-1.2226574,8.522677
1759461837141,1,3,-4.261937,-1.287323,8.57896
1759461837151,1,3,-4.287085,-1.3771362,8.446036
1759461837160,1,3,-4.2906775,-1.4346167,8.50711
1759461837170,1,3,-4.3230104,-1.419049,8.317903
1759461837180,1,3,-4.2810974,-1.5028747,8.392148
1759461837190,1,3,-4.230802,-1.4621594,8.26641
1759461837200,1,3,-4.1050634,-1.2358301,8.281978
1759461837209,1,3,-4.0954833,-0.9855505,8.345446
1759461837219,1,3,-4.108656,-0.864602,8.293953
1759461837229,1,3,-4.160149,-0.7927515,8.25683
1759461837239,1,3,-4.3002577,-0.77718383,8.228089
1759461837248,1,3,-4.267925,-0.8586145,8.317903
1759461837258,1,3,-4.1457787,-0.8346643,8.101153
1759461837268,1,3,-4.123026,-0.95321774,8.037685
1759461837278,1,3,-4.0176454,-1.3100756,7.9035645
1759461837288,1,3,-3.9601648,-1.7471668,7.9011693
1759461837297,1,3,-3.8631666,-2.027384,7.4664736
1759461837307,1,3,-3.9673498,-2.090852,7.3467226
1759461837317,1,3,-4.094286,-1.7675244,7.7682457
1759461837327,1,3,-4.2583447,-1.1975098,7.941885
1759461837337,1,3,-4.4259963,-0.7879614,8.012538
1759461837346,1,3,-4.5912523,-0.3412903,7.921527
1759461837356,1,3,-4.5708947,-0.1592688,7.988588
1759461837366,1,3,-4.6978307,-0.10298584,7.8568616
1759461837376,1,3,-4.614005,-0.2562671,7.7909985
1759461837385,1,3,-4.694238,-0.48738647,7.498806
1759461837395,1,3,-4.5613146,-0.53528684,7.3575
1759461837405,1,3,-4.4834766,-0.3436853,7.1455407
1759461837415,1,3,-4.397256,0.27542725,6.653364
1759461837425,1,3,-4.3864784,0.9951306,5.86181
1759461837434,1,3,-4.454736,1.5256275,5.125342
1759461837444,1,3,-4.6175976,1.773512,4.2032595
1759461837454,1,3,-4.7768664,1.4908997,3.791316
1759461837464,1,3,-4.7720766,0.68976563,3.011737
1759461837473,1,3,-4.64514,-0.36284545,2.4752526
1759461837483,1,3,-4.982838,-1.3663586,2.2956262
1759461837493,1,3,-4.9552956,-2.2656884,1.5699353
1759461837503,1,3,-4.531377,-2.7985804,1.0729687
1759461837513,1,3,-4.4499464,-3.6440222,0.6215076
1759461837522,1,3,-4.6666956,-4.3936634,-0.34009278
1759461837532,1,3,-5.5097423,-5.6318884,0.85023195
1759461837542,1,3,-6.734795,-8.26162,-0.549657
1759461837552,1,3,-6.916816,-10.655442,-1.5914905
1759461837562,1,3,-6.546786,-12.015813,-0.8143066
1759461837571,1,3,-5.3696337,-12.057726,0.48738647
1759461837581,1,3,-4.4319835,-11.183544,0.72928345
1759461837591,1,3,-4.030818,-9.972861,0.66821045
1759461837601,1,3,-4.479884,-8.8879175,-0.71730834
1759461837610,1,3,-5.532495,-8.133487,-1.53401
1759461837620,1,3,-6.5623536,-8.335865,-3.551814
1759461837630,1,3,-7.7227407,-8.778944,-4.594845
1759461837640,1,3,-8.525072,-9.055569,-5.5540504
1759461837650,1,3,-8.729846,-9.618399,-6.673722
1759461837659,1,3,-8.601712,-10.249486,-6.2713585
1759461837669,1,3,-8.173004,-10.100995,-5.4977674
1759461837679,1,3,-7.4485106,-10.466235,-6.309679
1759461837689,1,3,-7.150331,-11.566747,-5.645061
1759461837699,1,3,-6.9192114,-11.977492,-3.8990917
1759461837708,1,3,-6.3132715,-10.984757,-3.3554223
