1759605684524
1759651731521,1,3,-4.437971,0.6334827,8.82445
1759651731531,1,3,-4.524192,0.674198,8.744216
1759651731540,1,3,-4.5469446,0.7699988,8.675959
1759651731550,1,3,-4.511019,0.81670165,8.493937
1759651731560,1,3,-4.4691067,0.87298465,8.632848
1759651731570,1,3,-4.528982,0.97237796,8.624465
1759651731580,1,3,-4.5134144,0.85382444,8.7262535
1759651731590,1,3,-4.5122166,0.9783655,8.715476
1759651731599,1,3,-4.6152024,0.8262817,8.680748
1759651731609,1,3,-4.59724,0.81191164,8.752599
1759651731619,1,3,-4.5960426,0.671803,8.813672
1759651731629,1,3,-4.57329,0.50774413,8.728649
1759651731639,1,3,-4.4990444,0.5185217,8.8879175
1759651731649,1,3,-4.4511437,0.5185217,8.762179
1759651731658,1,3,-4.5529323,0.61791503,8.822055
1759651731668,1,3,-4.5146117,0.72928345,8.758587
1759651731678,1,3,-4.6271777,0.77838135,8.774154
1759651731688,1,3,-4.5864625,0.8681946,8.740623
1759651731698,1,3,-4.5517344,0.8634045,8.719069
1759651731708,1,3,-4.5421543,0.8250842,8.723859
1759651731717,1,3,-4.5445495,0.7364685,8.606503
1759651731727,1,3,-4.548142,0.5903723,8.685538
1759651731737,1,3,-4.58766,0.5376819,8.638836
1759651731747,1,3,-4.5277843,0.5005591,8.717871
1759651731757,1,3,-4.4834766,0.59516233,8.61728
1759651731766,1,3,-4.5301795,0.6490503,8.55501
1759651731776,1,3,-4.5277843,0.7580237,8.57417
1759651731786,1,3,-4.5960426,0.7807764,8.339458
1759651731796,1,3,-4.7110033,0.94962525,8.346643
1759651731806,1,3,-5.021158,1.096919,8.182584
1759651731816,1,3,-4.8798523,1.3304334,7.98739
1759651731825,1,3,-4.6882505,1.3927039,7.7586656
1759651731835,1,3,-4.6247826,1.3759388,7.61257
1759651731845,1,3,-4.7325587,1.3220508,7.599397
1759651731855,1,3,-4.9505053,1.0382409,7.507189
1759651731865,1,3,-5.7073317,0.8813672,7.408993
1759651731875,1,3,-5.16486,1.219065,7.4006104
1759651731884,1,3,-4.6762757,0.60234743,7.276069
1759651731894,1,3,-4.92416,-0.13172607,7.477251
1759651731904,1,3,-4.6822634,-0.7723938,7.4616833
1759651731914,1,3,-4.5445495,-0.8681946,7.34792
1759651731924,1,3,-4.604425,-1.2011023,6.9060388
1759651731934,1,3,-4.695436,-1.6573535,6.532416
1759651731943,1,3,-4.7086086,-2.1698878,6.382727
1759651731953,1,3,-4.6966333,-2.6788294,6.1300526
1759651731963,1,3,-4.4571314,-3.317102,5.7935524
1759651731973,1,3,-4.1613464,-3.9733374,5.498965
1759651731983,1,3,-3.7733533,-4.806804,5.3600535
1759651731992,1,3,-3.6140845,-5.637876,5.2798204
